id	name	rarity	description	requirements	effects
2021	The Fertility Cult has gained foothold a	1	The Fertility Cult has gained foothold among the commoners! It seems to be spreading from an adjacent province.	unique 3|maxdominion 6|0x4400 174|code 177|code 0	code 172|incdom -3
2022	Your priests have been able to sway the 	0	Your priests have been able to sway the emerging cult into the fold of pure faith!	rare 40|0x4800 25|dominion 2|growth 3|code 173	code 0|nation -2|1com Dryad Mother|3d6units Satyr Sneak|incdom 4
2023	Your divine presence has purged heresy f	0	Your divine presence has purged heresy from the land, aided by some summary executions of Cult worshippers.	dominion 6|code 172	code 0
2024	Your divine presence has purged heresy f	0	Your divine presence has purged heresy from the land, aided by summary execution of some Cult worshippers.	rare 20|dominion 6|temple 1|nomonster Dryad Mother|code 174	code 0|incdom 2
2025	Your armies have been put to the task of	0	Your armies have been put to the task of purging the province from cult worship. Followers have been harassed and arrested on scarce evidence, their leaders forced to abjure their faith or be hanged.	0x7900 3|rare 50|mintroops 23|commander 1|code 173	code 0|kill 1|incdom 2|incscale2 Death
2026	Your armies have been put to the task of	0	Your armies have been put to the task of purging the province from cult worship. Followers have been harassed and arrested on scarce evidence, their leaders forced to abjure their faith or be hanged.	0x7900 3|rare 50|mintroops 40|commander 1|nomonster Dryad Mother|code 174	code 0|kill 1|incdom 2|incscale2 Death
2027	Your divine presence has purged heresy f	0	Your divine presence has purged heresy from the land.	rare 30|dominion 8|nomonster Dryad Mother|code 174	code 0
2028	Your armies have been put to the task of	0	Your armies have been put to the task of purging the province from cult worship. Followers have been harassed and arrested on scarce evidence. 'Sacred' groves have been burnt and parts of the forest put to the axe. In spite of this, the cult persists.	0x7900 3|rare 50|mintroops 20|commander 1|code 173	code 0|kill 1|incdom 2|incscale2 Death|landprod -4
2029	Your armies have been put to the task of	0	Your armies have been put to the task of purging the province from cult worship. Followers have been harassed and arrested on scarce evidence. 'Sacred' groves have been burnt and parts of the forest put to the axe. In spite of this, the cult persists.	0x7900 3|rare 50|mintroops 40|commander 1|code 174	code 0|kill 1|incdom 2|incscale2 Death|landprod -4
2030	Loosing its leader, the Fertility Cult h	0	Loosing its leader, the Fertility Cult has wilted. However, like weed in the garden it must be rooted out by faith or sword lest it return again.	nomonster Dryad Mother|code 177	code 174|incscale2 Death
2031	Men have been lost in the woods. Locals 	-2	Men have been lost in the woods. Locals say a dryad has lured them. A nature mage may be able to cull some secrets from her.	forest 1|unique 3|growth 0|code 0	0x6B00 1|code 175|stealthcom Dryad|decscale1 Drain
2032	Your mage has found the dryad. Angered b	0	Your mage has found the dryad. Angered by probing questions she has cursed the land!	rare 15|pathnature 1|code 175	code 0|curse 15|incscale2 Misfortune
2033	Your mage has found the dryad and culled	0	Your mage has found the dryad and culled some of her secrets.	rare 50|pathnature 1|code 175	code 0|curse 15|0x6A00 6
2034	The dryad no longer lingers in these woo	0	The dryad no longer lingers in these woods.	nomonster Dryad|code 175	code 0|incscale1 Drain|incscale1 Death
2035	The forces of nature are trying to recla	1	The forces of nature are trying to reclaim this land!	noseason 3|code 174	3com Centaur|6d6units Centaur|6d6units Satyr
2036	The Throne of Law has been claimed by a 	13	The Throne of Law has been claimed by a righteous pretender. Justice and order permeates through the spheres. [The Throne of Law]	dominion 2|order 1|claimedthrone 1|site 1|unique 1	0x4B00 0|worldunrest -10
2037	The Throne of War has been claimed, brin	13	The Throne of War has been claimed, bringing a time of strife! [The Throne of War]	site 1|claimedthrone 1|0x4600 1|unique 1|code 0	code -20|worldunrest 4|0x6F00 3
2038	The Time of Strife that was brought upon	13	The Time of Strife that was brought upon the world by The Throne of War has ended!	0x4700 1	0x6900 -20|code -33|0x6900 -34|0x6900 -1|0x7300 0|0x7400 0
2039	Local lords are feuding.	1	Local lords are feuding.	0x4300 -20	unrest 15
2040	An ambitious lord is trying to take cont	1	An ambitious lord is trying to take control.	noera 1|land 1|0x4300 -20	1com Knight Commander|4d6units Knight|1com Knight Commander|3d6units Militia
2041	The province has been attacked!	0	The province has been attacked!	rare 4|unique 1|land 1|0x4300 -20	1com Warrior Mage|addequip 1|8d6units Heavy Infantry|6d6units Archer|6d6units Light Infantry
2042	The province has been attacked!	1	The province has been attacked!	land 1|0x4300 -20	1com Mounted Commander|2com Commander|4d6units Heavy Infantry|6d6units Archer|6d6units Light Infantry
2043	Civil War has broken out! Your governor 	1	Civil War has broken out! Your governor has sided with one of the factions.	poptype 30|mindef 4|maxtroops 20|0x4300 -20	3com Knight Commander|8d6units Knight|nation -2|3com Knight Commander|6d6units Knight
2044	Warring tribes cause unrest. Part of the	1	Warring tribes cause unrest. Part of the population has been killed in the raids.	chaos 1|pop 100|capital 0|0x4300 -20	unrest 20|kill 5
2045	War has broken out among the lords of th	1	War has broken out among the lords of the land. The land is in turmoil and a large part of the population has been killed or fled the land.	chaos 2|pop 200|land 1|0x4300 -20	unrest 25|kill 10|emigration 10
2046	Barbarian clans have gathered. They are 	0	Barbarian clans have gathered. They are preparing for war! [Barbarian Warcamp]	unique 2|rare 4|poptype 25|freesites 1|pop 10|0x4300 -20	newsite -1|unrest 20|defence 10
2047	Your governor has prepared the land for 	1	Your governor has prepared the land for war.	order 0|0x4300 -20	defence 10
2048	Your governor has hired some men to serv	0	Your governor has hired some men to serve in the upcoming war.	rare 1|land 1|0x4300 -20	nation -2|1com Commander|4d6units Heavy Infantry|6d6units Archer|gold -100
2049	Some barbarian scouts have been caught a	1	Some barbarian scouts have been caught and interrogated. They seem to have been preparing for a large-scale attack!	land 1|turn 5|code 0|0x4300 -20	code 90
2050	Your governor has hired some men to serv	0	Your governor has hired some men to serve in the upcoming war.	rare 1|land 0|0x4300 -20	nation -2|1com Triton Commander|4d6units Triton|6d6units Archer|gold -100
2051	Some triton scouts have been caught and 	1	Some triton scouts have been caught and interrogated. They seem to have been preparing for a large-scale attack!	land 0|turn 5|code 0|0x4300 -20	code 91
2052	You have been empowered by the Throne of	0	You have been empowered by the Throne of War! [The Throne of War]	monster Tiwaz of War|claimedthrone 1|unique 1|fullowner 1|site 1	fireboost Tiwaz of War|airboost Tiwaz of War
2053	Some squires have been caught and interr	1	Some squires have been caught and interrogated. They seem to have been preparing for a large-scale attack!	land 1|code 0|turn 8|era 2|0x4300 -20	code 92
2054	A huge barbarian horde has attacked and 	1	A huge barbarian horde has attacked and pillaged the province.	rare 50|0x4300 -20|land 1	1com Barbarian Chief|16d6units Barbarian|1com Barbarian Lord|4d6units Barbarian
2055	Some barbarian scouts have been caught a	1	Some barbarian scouts have been caught and interrogated. They refused to say anything about their purpose.	land 1|unluck 1|turn 10|code 0|0x4300 -20	code 93
2056	A Satyr has been caught, skulking by the	1	A Satyr has been caught, skulking by the military encampments.	forest 1|mindef 4|code 0|death 0|0x4300 -20	code 94
2057	The province has been attacked!	0	The province has been attacked!	rare 1|land 0|0x4300 -20	1com Triton Commander|6d6units Triton|2com Triton Commander|4d6units Triton Guard
2058	Animosity between local lords has flared	-1	Animosity between local lords has flared, escalating to an outright skirmish. Your soldiers have joined one of the lords, and if victorious some of his men will serve your cause.	poptype 30|mindef 5|maxtroops 20|0x4300 -20	3com Knight Commander|8d6units Knight|nation -2|3com Knight Commander|6d6units Knight
2059	A group of tritons has unexpectedly atta	1	A group of tritons has unexpectedly attacked the province in an attempt to take control.	land 0|turn 5|0x4300 -20	1com Triton Commander|6d6units Triton|1com Triton Commander|3d6units Triton Guard
2060	Barbarian clans are warring. Your local 	-1	Barbarian clans are warring. Your local governor has sided with one of the factions. If victorious, its warriors will join your cause.	poptype 25|mindef 5|maxdef 20|0x4300 -20	2com Barbarian Chief|12d6units Barbarian|nation -2|2com Barbarian Chief|12d6units Barbarian
2061	A swallow was seen chasing an eagle. Thi	0	A swallow was seen chasing an eagle. This could be interpreted as an omen of war.	rare 1|turn 8|land 1|code 0|0x4300 -20	code -33|incscale2 Misfortune|unrest 3
2062	The governor of the province is preparin	0	The governor of the province is preparing for war.	rare 2|turn 8|land 1|code 0|0x4300 -20	code -33|defence 8
2063	A mackerel was seen chasing a shark. Thi	0	A mackerel was seen chasing a shark. This is most certainly a bad omen.	rare 2|turn 8|land 0|code 0|0x4300 -20	code -34|incscale2 Misfortune|unrest 3
2064	The governor of the province is preparin	0	The governor of the province is preparing for war.	rare 3|turn 8|land 0|code 0|0x4300 -20	code -34|defence 8
2065	 A cluster of thirteen stars could be se	11	 A cluster of thirteen stars could be seen shining extra bright for a week. This is a omen of bad luck and death.	land 1|turn 10|code 0	0x5E00 -35|code -19|worldincscale Misfortune|worldincscale Death|0x6F00 3
2066	A dove was seen nesting in the house of 	0	A dove was seen nesting in the house of the local governor.	0x4300 -35	0x6900 -35|0x6900 -19|unrest -10|decscale1 Turmoil
2067	A swallow was seen chasing an eagle. Thi	0	A swallow was seen chasing an eagle. This could be interpreted as an omen of war.	rare 1|turn 8|land 1|code 0|0x4300 -35	code -33|incscale2 Misfortune|unrest 3
2068	The governor of the province is preparin	0	The governor of the province is preparing for war.	rare 1|turn 8|land 1|code 0|0x4300 -35	code -33|defence 8
2069	A mackerel was seen chasing a shark. Thi	0	A mackerel was seen chasing a shark. This is most certainly a bad omen.	rare 2|turn 8|land 0|code 0|0x4300 -35	code -34|incscale2 Misfortune|unrest 3
2070	The governor of the province is preparin	0	The governor of the province is preparing for war.	rare 2|turn 8|land 0|code 0|0x4300 -35	code -34|defence 8
2071	Disease is spreading.	0	Disease is spreading.	rare 1|land 1|pop 20|code 0|0x4300 -35	code -36|disease 1|kill 1
2072	Gaia stirs in her sleep. All across the 	11	Gaia stirs in her sleep. All across the world, her power manifests. Lands become more fertile and nature flourishes. Many turn their devotion to the Great Mother.	0x4600 1|unique 1|code 0	code -19|0x5E00 -40|0x4C00 3|worldincdom -2|0x6F00 5
2073	A wind of decay has swept the land.	0	A wind of decay has swept the land.	0x4700 1	0x6900 -40|kill 2|disease 2
2074	A great fertility festival was celebrate	0	A great fertility festival was celebrated in the province!	rare 4|growth -1|land 1|code 0|0x4300 -40	code -26|decscale2 Death|landgold 3|incdom -2
2075	Servants of Gaia are trying to reclaim t	0	Servants of Gaia are trying to reclaim this land!	rare 2|forest 1|0x4300 -40	decscale1 Death|2com Dryad|addequip 1|6d6units Satyr Sneak|2d6units Vine Man
